sentiment,review_body,product_category
0,I tried this on in the store yesterday and i wanted to buy it very much. the jacket would work well for many sleveless tops or dresses all summer  and would work in an office. but  on me  the unusual cut of the arms emphasized the worst part of my arms (saggy or fat area) in a comical manner. if they tried to design a garmet to make arms look bad  the couldnt have done it better. further  the extra material against the body added bulk at my narrowest point (i am hourglass). again  not flattering,Jackets
0,"The kimono is as pictured. the colors are true to what is shown on line  though the description indicates ""green multi""--it is not green. i returned the item  however. the quality is fine  but it seemed extremely over-priced to me. it seems to me that half the price would be fair for the quality.",Jackets
0,It is indeed cut to the shape of a trench. however  i think retailer should rename it as it's more like wearing a cardigan. it's soft and pretty which i like. however  i wasn't convinced to buy it since i have a gazillion long black cardigans already made out of the same jersey stretch material.,Jackets
0,"I agree with a previous reviewer who said that it was very nicely cut  but unfortunately  the materials are so cheap. the ""fleece"" material that it is made out of feels like the cheap polyester fleece blankets that you get at the discount stores. it will pill easily  and is noticeable even in the dark color. i must have gotten one shipped straight from the store  and it was already starting to do some gnarly pilling. i do love the cut of it  but i can't justify keeping it because this won't last",Jackets
0,The color and design/style are cute but i found this to be too oversized. if you want to layer it  then it might be for you  but i was hoping for more of a tailored look.,Jackets
0,I've been looking at this jacket on line and finally went to the store to try it on. i really liked the styling but the denim was quite stiff. i'd prefer a softer kind of fabric. i wonder if it would soften if it was washed. also  it ran surprisingly small. i usually take an xsmall or small but the small didn't leave me enough room to comfortably bend my arms. the medium worked better. i wonder how others feel about the fabric and and the sizing. i think i'll wait and see if this one goes on sal,Jackets
0,The fabric is beautiful  even the lining is lovely. i ordered the green color in a large  as i'm curvy and have long arms. but it just doesn't lay correctly at all - the collar has no structure  even though it's a lapel  and the side vents just pop out - the jacket added about 10lbs  and just looked frumpy. it looks much more tailored on the model. too bad  as i have been looking for a velvet blazer in the color for a long time.,Jackets
0,Very pretty but runs tight - i usually wear an 8 or small/med in retailer jackets and couldn't zip up the 8 (am a 36c and thick/broad at the top) as there is no give. this is also more like a fitted shirt  made of lightweight muslin-like fabric. was looking for a summer jacket to wear over knits in a chilly  air conditioned office setting so sadly it didn't work for me. could be cute on someone with a smaller frame over a tank or cami.,Jackets
0,"This is a beautiful lined jacket  with a much more structured fit than a typical kimono. it hit me at the high hip  not low hip as shown on the model. given how structured it is  i don't think the ""one size"" will work for anyone larger than a small if you want a drapey kimono fit.",Jackets
1,I ordered this to go over a dress. i wanted the jacket short  to not cover the waist of the dress. on sale  i think it is a great bargain. the sleeves are long on me  but i rolled them  which i thought was intended since they are lined. the medium fit me. i am usually an 8 in tops. the ivory color is almost a pure white.,Jackets
1,I have not written a review for an retailer item in a while. i have been shopping at retailer for over ten years. in the past two years the clothing i have purchased has been disappointing in style and quality. but not this little pilcro jacket. great quality  perfectly proportioned  great understated details. many thanks retailer for restoring my faith.,Jackets
1,I'm 5'3 130# with a 32dd bust. i usually wear small in retailer/ cloth and stone/ running horses. the small fit me fine  but with no room for layers underneath. the small was very snug. would be perfect for california evenings. but  i live in the north east! the medium still has a great shape on me  still fitted at the waist (27inches)  but enough room to wear a light sweater or flannel under. the medium still also looks great over my maxi dress.,Jackets
1,I initially ordered a small  but found it looked way more oversized then what it should look like  even considering the style. (i was swimming in fabric!) i exchanged it for a petite small  and it fit perfectly. it goes so well with so many looks  and it is going to last a long while in my rotation. looks much better in person  too. my only reservation is that unlike the original one i received  this one had many threads loose throughout  which i clipped and think will be alright  but i expected,Jackets
1,Thanks for the tip to size down. i am typically a m or a l (36d) and i sized down to a s. it is perfectly structured and warm and soft and beautiful. got it on the 40 percent of sale items so the price was right. absolutely a classic. i got the plum color. thanks retailer for another wardrobe staple.,Jackets
1,This jacket is my favorite purchase in a while! i used my last month 50th birthday discount on it!  it is of exceptional materials and quality construction. the juxtaposition of the stripes against the beautifully vibrant embroidery on back is stunning! it does run true to size as it is an oversized piece  which adds to its classy dramatic flare! my size medium came in the european size 38. for reference  i am an american size 8-10.   it is comfortable to wear and can easily accomodate large ful,Jackets
1,High quality  and worth full price.... but way too small. also a bit short in the torso.,Jackets
1,"I'm 5'4"" 125 lbs ordered small. fits perfect. super soft denim. love the color love the worn in feel",Jackets
1,This jacket is far more attractive than on the website. i would have passed this up had i not seen it in the store. the embroidered sleeve detail is intricate with raised cream colored stitching surrounded by small brass beads on a rich  olive green background. blue detail sets this off as a unique statement piece that will surely draw compliments. i am 5'1  110 lbs. and the extra small regular fit fine. i considered a petite but the salesperson thought the longer length would look better so i w,Jackets
-1,So disappointed. bought these in a 29 and should've gone with a 28. they're super cute - i got the green. the fit is off. like the other reviews  they stretch out way too much. i would return these but have already washed them. they wash terribly  too. there are weird fading marks all over  even when washed in cold water like the tag states. so disappointed that i spent my gift card from christmas on these. i've been a loyal retailer customer for years and this is the first time i've been severely,Jeans
-1,These jeans are adorable! i'm so sad they didn't fit. my legs are bigger than the rest of my body  but i usually have good luck with wide leg pants. if you are looking for wide legs  these are not the jeans for you!,Jeans
-1,The design of these ankles pants is very cool and the rise is perfect. however  the fabric  despite 2% spandex  has absolutely no give from the knee down. the extensive stitching probably contributes to the lack of stretch. while i was able to pull them on (size 27 for 110 lb/5.4')  i could not bend my legs at the knee comfortably. with longer wear  i think they would cut off the circulation.  please post if these stretch for you enough with wear and become softer.,Jeans
-1,Long-time ag jeans fan. lately though  i'm finding the material is much too stretchy. i wanted a good pair of jeans. if i wanted pajama jeans  i would've ordered them. i found the same thing with the prima jeans i ordered (same review there).  so back both pairs went.   it's a shame because the color was as pictured and just what i wanted. if only they had been made out of actual jeans material.,Jeans
-1,I ordered these twice just to be sure there wasn't a glitch. the color is so off! the picture shows a dark blue denim  but they are not they are a light blue - with whiskering! retailer you need to have a better image of the color because this is so misleading.,Jeans
-1,I ordered first the green  then the grey (in case the green was mismarked.)  so short!!  is this to be in keeping with the ankle pant trend??  anyone who wants a shorter pant could easily hem them. but there is no way to lengthen them.  i held the new pants up to an older pair from previous years. they are a full 2 1/2 inches shorter! wow!  note how in the photo of the golden color pants they barely skim the model's ankle. that's how they are in real life.  i wear these pants in a tall  and live,Jeans
-1,I loved these pants the minute i put them on  and was so happy i'd ordered them. but i wore them only 3 times - and only at dinners with friends  not even for full days - and the seams on both legs ripped open! i think the faux leather just isn't equipped to handle the stretch of fitted leggings. i was super-bummed about this  because these pants are so insanely cute. but if they can't hold up to a few casual wears  then there's just no way... thankfully retailer was true to their brilliant custom,Jeans
-1,"These are terribly unflattering the wash looks dirty and the rise is not 10.5 like the description says  which is the only reason i gambled on these it is 13"".",Jeans
-1,Waist is tight and thighs and legs are not. -not flattering- ankle opening is too small  and they have a funny smell.,Jeans
0,They are beautiful in person  until you put the on. the fit was a bit weird; tighter in the waist  roomy in the crotch. the fabrics work 100% against one another. the vegan leather  especially the detail pieces at the outer side seams  is too stiff. the back is thin and has far too much elasticity. at $150 i passed. these will only enter my closet on sale.,Jeans
0,These are great for summer except you need to size down! unless the pair i received was an anomaly  these run very large!,Jeans
0,I have a love/hate relationship with these jeans. when i first put them on  i felt like i had finally found my favorite pair of jeans. everything about how they fit and looked was just perfect - and they were offered in a petite size! but then two hours later they were sagging. the fabric is so cozy  but it just stretches too much  too fast. i am not willing to give up yet  so i ordered another pair in a smaller size. i'm less than thrilled about having to shell out the $$ for two pairs  but i r,Jeans
0,I have been looking for a quality pair of black skinny jeans for a while. after reading the reviews  i had such high hopes for these jeans. i bought it in my usual size 28 and while the top part fit perfectly  i found that the bottom was too tapered in and ultra skinny making it not look right. sadly  i had to return.,Jeans
0,It was way to heavy and big for someone with a petite frame like me.  i really liked the design and thought since it came in petite  i'd try it.  it would probably be better on someone much taller but the material is still too heavy.,Jeans
0,These are absolutely beautiful pants. soft and wearable right away  but the other reviewer is right. if you are average or short  these will be way too long. they won't even look like cropped pants  just regular wide leg jeans. i am keeping them b/c i love the look and i will also have them altered to be shorter. it's disappointing that these were designed for the statuesque instead of the other 90% of us  especially considering the amazingly high price for a pair of jeans. so... i guess i am di,Jeans
0,The design of these is adorable with the lace up ties however they are a dingy looking off white color. they are also pretty see through. returned.,Jeans
0,Bought these for the color however these just did not work for me. the 26 was too small and the 27 was baggy. i'm 5'3 and typically wear a 26. beautiful color and good denim. if you are looking for a looser fit  more of a straight leg fit...this is a good jean with a fun pop of color.,Jeans
0,"Cute in concept  so large in reality. i am 5'3""  size 24 in jeans. i was swimming in these. i mean the seat is huge and the length of the rise is super long. don't even try if you are a little person. long and lean  yes  would probably look great on you.",Jeans
1,These jeans run true to size  very comfy and i love the frayed bottoms,Jeans
1,I'm giving these leggings 5 stars although i did return them. first off i do love pilcro jeans and leggings. beware these are not jeans at all. the tag says serif legging. these are excellent leggings if that's what you're looking for. i thought they were jeans and was willing to spend the money on them  but not for leggings. i'll consider buying if they go on sale.,Jeans
1,Love the length  color  and rise. new favorite jeans! they're a little loose around the ankle and the way they hang is the only thing i don't like.,Jeans
1,This is my first ever review! these pants are 5-star fantastic. ordering additional colors because i love these so much and am finding i want to wear them every day. i initially ordered the bronze color which is superb  just beautiful. i was worried it might be too bright to wear to work  or be a different hue in real life  but they look just like the picture. to my happy surprise they dress up easily. it's a really rich color that i have been able to pull off at work with long sweaters and boot,Jeans
1,Love everything about these! they are super fostering and comfy. i am a busy mom and need comfort. these are a great addition to my closet. super cute with booties  wedges and flats.,Jeans
1,These pants are so soft and comfortable!! the colors are great too. can't wait to buy more in other colors!,Jeans
1,Love my jeans  fit great and very flattering. they are a tad snug in my usual size but i think with time they will stretch a bit. receive compliments every time i wear them. if they go on sale i will buy another. :),Jeans
1,Great jeans  great cut  great fit & i love the distressed look. the rise was higher than i thought but not a deal-breaker. i typically wear 26 in most brand of jeans & got these in 26.,Jeans
1,These are absolutely fantastic! i love them! i stopped wearing pants about 4 years ago. i could never find any that would fit over my thighs/hips that weren't too loose on my waist. took a chance with these after looking at the measurements and they fit perfect. higher waist than i'm used (sits just above my natural waistline) to with any of my skirts  but i'll get used to it. they're also too long to wear with any flats. being that i bought them for winter  i'll be perfectly fine with heeled bo,Jeans
-1,The shirt is very big. it would be cute as a maternity shirt.,Knits
-1,I'm a short girl  but i usually wear tops in a small or medium at retailer. for me  i would have needed this shirt in a size at least one notch smaller than even offered. this shirt is adorable. love the details. i wanted it so bad  which is why i paid so much for a basic t-shirt. still  it was large to the point of frumpiness and could have used some sort of scoop or v-neck to break up the dots.,Knits
-1,This tank (in black) is nice quality  most of the fringe hangs straight and seems to be attached well. it's just too short and too boxy for my figure (curvy/hips). would look good on someone who has straight hips and is not long waisted. since that doesn't describe me  it has to go back.,Knits
-1,This blouse is beautiful and i saw someone wearing it and she looked great. i went and bought this to wear for a holiday party and it is not for people with any sort of chest! it looked ridiculous on me as the pleats started right at the bra line and caused the blouse to tent out in both directions! however - looks super cute on those more on the flat-chested side!,Knits
-1,I purchased this in the yellow for my daughter and she has not seen it yet. the style is very cute  but the fabric is quite thin. she will have to make that call  but if i had bought it for myself  it would be going back. i'm not willing to wear a camisole under a t-shirt. it also feels like the kind of knit fabric that shrinks and skews when it's washed  so that remains to be seen.,Knits
-1,I so wanted to love this sweatshirt. it is very soft and seems like excellent quality and material. the pattern is pretty  and i envisioned spending hours cuddled up reading in it. unfortunately  the body of the sweatshirt (particularly the front torso area) was too big  and it popped out around me like a balloon. the arms fit well  so i don't think that i could have gone down a size. i was also not keen on the way the neck hung  which was either very stiff and tall around my neck when unfolded,Knits
-1,I keep trying to find a peplum that works for me  but so far i have been unsuccessful. i just do not think that my shape and the peplum shape play well together?aside from the peplum issue  this shirt had a massive amount of material and runs large. the material alone is thick  making it a bulkier shirt  then add the volume of the peplum and i looked (and felt) huge. needless to say  this one was returned  sale or no sale.,Knits
-1,I ordered this style in the blue  red  yellow and white for the sale price. they all fit true to size  matching the model's photos. but  the quality is poor. the hems are frayed  they wrinkle easily  they're just a mess. the model's photos show a messy look so you know what you're getting. the positives are the colors. the blue is especially gorgeous. the yellow is like a spicy mustard shade. they are all comfortable. just sloppy looking. the sale price matches the quality. they do stretch out t,Knits
-1,I ordered my usual medium. the tops length came only to my waist  and was wide and unflatering.   the armholes were right under my arms. too bad as this looked so cute in the picture. i returned.,Knits
0,"I ordered 2 sizes to try for in store pickup. both were too large  so size down (i am 5'4""  125 lbs and the s was too large in the neck and body  even though i generally wear things large). also  the collar was a hemmed flat collar  not the roll collar depicted. i reviewed that with the salesperson as well -- we were both at a loss to explain why  and the tiger embellishments were more orange  yellow and glittery on the ones i ordered.",Knits
0,The shirt is quite beautiful  the lace is thick and high quality. however  i have a short-ish torso and hourglass figure and this shirt added 20 lbs. the peplum fabric below the waist hung awkwardly and poofed out. maybe this would work better for a taller person  or one who has a straighter build.,Knits
0,This top is a nice color and soft material  but is much more of a swing top style than i was looking for. i will return it  but it could be ideal for someone who wants a very loose fitting casual look.,Knits
0,This top is just as beautiful in person as online. however  it has two issues for me. 1. it is too short. this might work if you have a short torso  but it would forever show my stomach. 2. the fabric has way too much static cling. no matter what i tried  it just clung to my stomach and flared out at the sides. not attractive. in short  if you have a short torso and don't mind battling the static  this truly is a beautiful top.,Knits
0,This shirt has beautiful coloring but the material wasn't as soft as i thought it would be. i was hoping they would be the super soft material  maybe washing them would help  but i didn't want to chance it so i returned them.,Knits
0,"I wanted to like this top  as i usually adore a cute peplum feature. when i tried it on yesterday in the store  i was disappointed by how wide and bulky is it. i am petite (5'2""  110 lbs)  and i tried my usual xs. the fabric was substantial and of a high quality  but unfortunately in this design  that became a bad thing as the bottom of the shirt balooned out around me. it was very unflattering and i felt lost in the shirt! definitely try it on for yourself before purchasing.",Knits
0,At the beginning of summer  i first ordered one of these tops in size xl. i liked the colors and the material was such a soft  open weave. i thought it would be perfect for the hot weather so i ordered a 2nd on sale. unfortunately  even though these are made of mesh  these tops ended up being really hot. i wore them in texas  new york  new jersey  and florida. i thought they'd be a good  pretty choice. but  the material with the gathered waist & wrists  trapped in the heat. it was just too sheer,Knits
0,For the price of this tee the beautiful front lattice work should have been extended onto the back. would have been a classier  more finished looking garment. if the cost is not an issue then this tee makes a nice neutral addition to a neat but casual summer look.,Knits
0,Love the feel and comfort,Knits
1,I have a couple of these tanks so i thought i would try the tshirt and its even more flattering than the tanks (which i also love) great material  doesnt stretch out like you would think it would and looks great with shorts or pants.,Knits
1,"This top is full of amazing details. the photos really don't do it justice. it is very flowy and does run large but is so pretty and soft and in beautiful shades of blue. i bought a small and it is fairly long in back on my 5'5"" frame but because of the detailing...it just works.",Knits
1,"I was in the store looking specifically for long sleeved tops that are cute and found this! pretty color pinky purple and my usual xs is perfect. i'm 5'6""  127 lbs  34b. love this--definitely unique and feminine. and--no--nary a smell in the mix!",Knits
1,This is longer than i thought it would be- but again i'm petite! i ordered the grey and it's more of a grey green color that is absolutely beautiful. it is such a cute and easy top to wear!,Knits
1,I like this tunic. it is quite long and print in blue looks good with the butterflies. it feels very hot though! maybe better for winter. the sleeves are linen  i usually don't like linen much  it feels scratchy. this top works better in colder weather due to the sleeves and length of top. more like a tunic. i recommend it but am sending it back because i need something for summer.,Knits
1,"This top is so soft and luxuriously comfy! i love wearing it around the house  haven't really ""dressed"" it up yet with jeans or jewelry. it runs slightly big  but if you like the oversized look  this is definitely perfect.",Knits
1,This is a great t-shirt; i love it. it fits great  isn't too bulky and has a great length to go with anything. i love it.,Knits
1,I bought this online to wear in my engagement photos  and its absolutely perfect! i typically wear a size l or xl and could have easily worn the l in this top  runs a tad big. keep in mind it is on the shorter side. i will be purchasing a white tank to wear underneath it.,Knits
1,Love! this tank?everyone should own it in every color?it is soft  has a great shape  and is super cute. it goes great with so many of the pants/shorts from retailer as well. summer staple for sure.,Knits
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
1,"At 5'4"" and 140 lbs  this tank is a nice thin under layer. a little low cut for trying to cover cleavage.",Layering
1,I just bought the grey  and now i'm coming back for the black and cream i lovethis staple item!! so soft fits great!,Layering
1,"I'm 5'5"" 127lbs. ordered size small. not sheer. bodysuit snaps. great to wear with skirts and wide leg pants!!",Layering
1,I buy everything that retailer sells in chambray. this top did not disappoint. it is so comfortable and the back the way it is slightly lower than normal is very sexy without being revealing. the straps fall off of your shoulders a bit but i do not find it annoying. i am not big busted so i didn't have the sizing issue that others seemed to have.,Layering
1,I love this shirt! it was a great price and very high quality. it has different material stitched in the inside,Layering
1,I bought it in black and cream! great weight. soft fabric. beautiful lace.,Layering
1,I bought this on sale and at the sale price it is a steal. great style  feel  and fit. maybe wouldn't feel as good about it at full price  but wish i had one is every color!,Layering
1,I love this top and wear it all the time. it's a gorgeous pale blue and feels amazing....it is a tighter fitting shirt so if you like looser clothes  size up,Layering
1,This body suit is super flattering and super comfortable. i'll probably order it in the other color.,Layering
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
1,These are my new favorite leggings. they have everything i need - soft waist band that doesn't squeeze me at all  not overly long  subtle ribbed texture (black pair) that make them feel just a little nicer  and most importantly they are not see thru at all. so soft on the inside too. and this price is nuts too  i'm so happy with these!,Legwear
1,Fun socks you will want to show off. design is printed on a relatively thin (trouser sock).,Legwear
1,I've been looking for the right leggings that are of good quality  thick enough to feel appropriately covered  and a good price point - these are those leggings! need more!,Legwear
1,I have 9.5-10 size feet  and these are a bit small; the heel doesn't quite make it around my heel to where it's supposed to be. still  they're comfy and not too thick or too warm. i really like the stripes of different patterns. good trouser socks. i imagine if you're size 7 or 8 these will fit perfectly. i got the mint and the pink colors  and they're very true to how they appear on my computer screen.,Legwear
1,Great tights with good color and quality. i got a lot of compliments on my head to toe retailer ensemble!,Legwear
1,These leggings are some of the softest i own. i ordered both the black and the moss and each has a distinct pattern. they are perfect for colder climates and fit me like a glove.,Legwear
1,I'm about 130 lbs. and 6' tall and usually a small would be my size. these fit  but i would be more comfy in a m. they are stretchy  soft and opaque. perfect for under a couple sweater dresses i picked up by retailer!!! will be re-ordering.,Legwear
1,These tights are so cute and can add some fun to any outfit. i paired with a mustard mini  denim shirt and desert boots! they do run small. i am a size 4 and had to get the m/l,Legwear
1,I was expecting these to be the normal thickness of everyday leggings  plus fleece. instead  they're more like thicker-than-average tights. still warm  though there's a weird seam on the inside of the thighs that takes away from some of the comfort. not so bad that i want to return them  but not what i was hoping for  either.,Legwear
-1,So i recognized the fact that this dress was likely intended more for lounging than for wearing out and about  but i once had a lot of luck with dresses of this price point (and intent) at retailer  so i had hopes. i was just wanting it to be a great addition for vacations and beach days  but it's honestly so thin i couldn't even see it working that well for that. it's also cut smaller than i was anticipating judging by the way it fits the model; my usual small was way more bodycon than i was anti,Lounge
-1,Oh what a disappointment! i was looking forward to wearing this as a layering piece with the shawl cardigan. the material lacks serious quality and it was ripped on the seam. so  back it goes. and  i am flabbergasted at the price retailer is charging almost $60 for this top!,Lounge
-1,The print on these leggings is so cool but they are completely see-through. i mean seriously  seriously see-through.,Lounge
-1,Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.,Lounge
-1,I would really like this dress if the material were a little thicker. it's really thin so you can see my nipples straight through the dress. you can't wear a bra with it because it is backless so i don't understand how you are supposed to wear this outside of the house.,Lounge
-1,"This dress is horrible. i can't believe they can get away with calling it a ""dress"". it should have been called a tunic or shirt. it looks like it is a soft flowing dress made out of nice material from the pictures  no way. it is made from sweatshirt material it is lifeless and is kind of stiff. it came to the top of my thighs. i can't find one nice thing to say about this dress and i do not recommend it. the picture does it so much more justice that it is worth.",Lounge
-1,These are light and airy and pretty. they also tore the third time i wore them and not on a seam - a little above the knee while i was lying in my bed.    they also do not slim the figure and the fabric is slightly see-through as it is so thin  therefore if you are looking for serious lounge pants - great - i would not leave the house in them... or turn over in bed in them.    when i sit  the slits fall down around my thighs. my son complimented my dress the other day because the slits give way,Lounge
-1,This dress is very thick cotton material. like a sweatshirt. i was hoping to wear this to a wedding but it is a tunic at best. the bell part of the sleeves also stick out awkwardly because of the fabric.,Lounge
-1,I'm upset. i ordered the grey sweatshirt and while the description says the sweatshirt has a zipper  the picture of the grey does not have a zipper. i prefer no zipper  so when it arrived in the mail with a zipper  i was disappointed. it's going back. why have a model where an item that you're not offering???,Lounge
0,I saw this jacket in the store and thought it was really cute..and finally a nice length!! ordered the xl because l and was afraid of shrinkage and it is no larger than the l. runs at least a size small with not alot of give. i will unfortunately have to bring it back.,Lounge
0,I am on the fence about this one. the length is great. it hits right above my knee at 5'1. overall it was larger than i was hoping. the waist is pretty loose  and i really had to tightly tie the back to get s good shoulder fit. the bottom is very voluminous making me look wide. i wish they had it in a petite size. for this price  i will probably return it. it's not worth the 300 price tag.,Lounge
0,Great print  terrible quality. the material is paper thin. not at all what i look for in a robe. it's going back.,Lounge
0,Very orange. the slits in the back are larger than pictured and not at the cutest part of anyone's anatomy... shorter in front and i have a short torso. the fabric is nice and lightweight.,Lounge
0,I wanted to love this. the fabric and design are very nice. unfortunately - on my petite frame it looked like a lampshade. this would be very pretty on taller girls. for reference  i am 5'3 117 34b.,Lounge
0,I'm still on the fence about these. i realize they got great reviews but i thought they would be a bit thicker. they just feel too flimsy and too much like i'm ready for bed. i was looking for more lounge pants that i felt like if i needed to run up to the store on a saturday afternoon that i wasn't wearing pjs. i just can't get past that. they are totally cute but i was definitely looking for more summer lounge-wear.    i ordered the small which fit fine. i wear 4-6 in retailer pants. i got the p,Lounge
0,While the fabric  embroidery and sizing are dead on  i just couldn't deal with the shiny little mirrors that the designer embellished this shirt with. that detail is not apparent in the photographs and i felt lessened the versatility of this blouse. so  it must go back to retailer.,Lounge
